id_hecho_calidad,nombre_proyecto,id_tiempo,tipo_prueba,severidad,cantidad_defectos_encontrados
15848,Proy-2023-evoluciona,20231218,integración,nula,0
15849,Proy-2023-evoluciona,20231219,integración,nula,0
15850,Proy-2023-evoluciona,20231222,integración,nula,0
15851,Proy-2023-evoluciona,20231222,sistema,baja,1
15852,Proy-2023-evoluciona,20231224,sistema,nula,0
15853,Proy-2023-evoluciona,20231225,integración,nula,0
15854,Proy-2023-evoluciona,20231228,integración,nula,0
15855,Proy-2023-evoluciona,20231229,integración,nula,0
15856,Proy-2023-evoluciona,20231231,integración,nula,0
15857,Proy-2023-evoluciona,20240101,integración,nula,0
15858,Proy-2023-evoluciona,20240105,integración,nula,0
15859,Proy-2023-evoluciona,20240106,sistema,nula,0
15860,Proy-2023-evoluciona,20240110,integración,nula,0
15861,Proy-2023-evoluciona,20240113,integración,alta,1
15862,Proy-2023-evoluciona,20240113,sistema,nula,0
15863,Proy-2023-evoluciona,20240114,sistema,nula,0
15864,Proy-2023-evoluciona,20240119,integración,nula,0
15865,Proy-2023-evoluciona,20240122,sistema,nula,0
15866,Proy-2023-evoluciona,20240123,integración,alta,1
15867,Proy-2023-evoluciona,20240129,sistema,nula,0
15868,Proy-2023-evoluciona,20240130,integración,nula,0
15869,Proy-2023-evoluciona,20240131,integración,nula,0
15870,Proy-2023-evoluciona,20240202,integración,baja,1
15871,Proy-2023-evoluciona,20240202,integración,nula,0
15872,Proy-2018-mezcla,20180604,integración,nula,0
15873,Proy-2018-mezcla,20180623,integración,alta,1
15874,Proy-2018-mezcla,20180623,integración,nula,0
15875,Proy-2018-mezcla,20180625,integración,nula,0
15876,Proy-2018-mezcla,20180703,sistema,media,1
15877,Proy-2018-mezcla,20180704,integración,nula,0
15878,Proy-2018-mezcla,20180707,sistema,nula,0
15879,Proy-2018-mezcla,20180708,sistema,nula,0
15880,Proy-2018-mezcla,20180714,integración,nula,0
15881,Proy-2018-mezcla,20180715,integración,alta,1
15882,Proy-2018-mezcla,20180718,sistema,nula,0
15883,Proy-2018-mezcla,20180720,sistema,nula,0
15884,Proy-2018-mezcla,20180721,integración,nula,0
15885,Proy-2018-mezcla,20180722,sistema,crítica,1
15886,Proy-2018-mezcla,20180727,integración,baja,1
15887,Proy-2018-mezcla,20180727,sistema,baja,1
15888,Proy-2018-mezcla,20180728,sistema,nula,0
15889,Proy-2018-mezcla,20180729,integración,nula,0
15890,Proy-2018-mezcla,20180730,sistema,media,1
15891,Proy-2018-mezcla,20180730,sistema,nula,0
15892,Proy-2018-mezcla,20180804,integración,nula,0
15893,Proy-2018-mezcla,20180805,sistema,nula,0
15894,Proy-2018-mezcla,20180808,integración,baja,1
15895,Proy-2018-mezcla,20180810,integración,nula,0
15896,Proy-2018-mezcla,20180813,sistema,nula,0
15897,Proy-2018-mezcla,20180814,integración,nula,0
15898,Proy-2018-mezcla,20180815,integración,alta,1
15899,Proy-2024-sinergiza,20241112,integración,nula,0
15900,Proy-2024-sinergiza,20241115,sistema,media,1
15901,Proy-2024-sinergiza,20241207,sistema,nula,0
15902,Proy-2024-sinergiza,20241209,sistema,nula,0
15903,Proy-2024-sinergiza,20241210,integración,nula,0
15904,Proy-2024-sinergiza,20241223,integración,nula,0
15905,Proy-2024-sinergiza,20241224,integración,media,1
15906,Proy-2024-sinergiza,20241231,sistema,alta,1
15907,Proy-2024-sinergiza,20250102,sistema,nula,0
15908,Proy-2024-sinergiza,20250104,integración,alta,1
15909,Proy-2024-sinergiza,20250109,integración,nula,0
15910,Proy-2024-sinergiza,20250110,sistema,nula,0
15911,Proy-2024-sinergiza,20250111,integración,media,1
15912,Proy-2024-sinergiza,20250111,integración,nula,0
15913,Proy-2024-sinergiza,20250111,sistema,media,1
15914,Proy-2024-sinergiza,20250111,sistema,nula,0
15915,Proy-2024-sinergiza,20250113,integración,baja,1
15916,Proy-2024-sinergiza,20250113,sistema,nula,0
15917,Proy-2024-sinergiza,20250116,sistema,nula,0
15918,Proy-2024-sinergiza,20250118,integración,nula,0
15919,Proy-2024-sinergiza,20250118,sistema,nula,0
15920,Proy-2024-sinergiza,20250119,integración,nula,0
15921,Proy-2024-sinergiza,20250121,sistema,nula,0
15922,Proy-2024-sinergiza,20250122,sistema,nula,0
15923,Proy-2024-sinergiza,20250123,sistema,nula,0
15924,Proy-2024-sinergiza,20250124,sistema,nula,0
15925,Proy-2024-sinergiza,20250126,integración,nula,0
15926,Proy-2024-sinergiza,20250126,sistema,nula,0
15927,Proy-2024-sinergiza,20250127,integración,baja,1
15928,Proy-2024-sinergiza,20250131,sistema,nula,0
15929,Proy-2024-sinergiza,20250203,sistema,nula,0
15930,Proy-2024-sinergiza,20250205,sistema,nula,0
15931,Proy-2024-sinergiza,20250206,integración,media,1
15932,Proy-2024-sinergiza,20250209,integración,nula,0
15933,Proy-2024-sinergiza,20250211,sistema,alta,1
15934,Proy-2024-sinergiza,20250212,integración,nula,0
15935,Proy-2024-sinergiza,20250214,sistema,baja,1
15936,Proy-2024-sinergiza,20250216,integración,nula,0
15937,Proy-2024-sinergiza,20250216,sistema,nula,0
15938,Proy-2024-sinergiza,20250219,integración,baja,1
15939,Proy-2024-sinergiza,20250219,sistema,nula,0
15940,Proy-2024-sinergiza,20250220,sistema,nula,0
15941,Proy-2024-sinergiza,20250223,sistema,nula,0
15942,Proy-2024-sinergiza,20250225,sistema,alta,1
15943,Proy-2024-sinergiza,20250225,sistema,nula,0
15944,Proy-2024-sinergiza,20250302,sistema,nula,0
15945,Proy-2024-sinergiza,20250304,sistema,nula,0
15946,Proy-2024-sinergiza,20250311,sistema,nula,0
15947,Proy-2016-visualiza,20161107,integración,nula,0
15948,Proy-2016-visualiza,20161124,sistema,nula,0
15949,Proy-2016-visualiza,20161125,sistema,nula,0
15950,Proy-2016-visualiza,20161203,sistema,nula,0
15951,Proy-2016-visualiza,20161207,sistema,nula,0
15952,Proy-2016-visualiza,20161208,integración,nula,0
15953,Proy-2016-visualiza,20161210,sistema,crítica,1
15954,Proy-2016-visualiza,20161216,integración,media,1
15955,Proy-2016-visualiza,20161216,sistema,nula,0
15956,Proy-2016-visualiza,20161218,sistema,baja,1
15957,Proy-2016-visualiza,20161222,integración,nula,0
15958,Proy-2016-visualiza,20161224,sistema,nula,0
15959,Proy-2016-visualiza,20161227,sistema,media,1
15960,Proy-2016-visualiza,20170107,sistema,nula,0
15961,Proy-2016-visualiza,20170112,sistema,alta,1
15962,Proy-2016-visualiza,20170121,integración,crítica,1
15963,Proy-2016-visualiza,20170123,integración,nula,0
15964,Proy-2016-visualiza,20170207,sistema,nula,0
15965,Proy-2016-visualiza,20170208,integración,nula,0
15966,Proy-2016-visualiza,20170209,integración,nula,0
15967,Proy-2016-visualiza,20170209,sistema,nula,0
15968,Proy-2016-visualiza,20170210,integración,alta,1
15969,Proy-2016-visualiza,20170213,sistema,nula,0
15970,Proy-2016-visualiza,20170226,sistema,nula,0
15971,Proy-2016-visualiza,20170227,integración,nula,0
15972,Proy-2016-visualiza,20170302,integración,nula,0
15973,Proy-2016-visualiza,20170304,integración,nula,0
15974,Proy-2016-visualiza,20170306,integración,nula,0
15975,Proy-2016-visualiza,20170309,sistema,nula,0
15976,Proy-2016-visualiza,20170313,integración,nula,0
15977,Proy-2016-visualiza,20170329,sistema,media,1
15978,Proy-2016-visualiza,20170330,integración,nula,0
15979,Proy-2016-visualiza,20170331,sistema,nula,0
15980,Proy-2016-visualiza,20170406,integración,nula,0
15981,Proy-2016-visualiza,20170407,integración,alta,1
15982,Proy-2016-visualiza,20170407,integración,nula,0
15983,Proy-2016-visualiza,20170409,integración,nula,0
15984,Proy-2016-visualiza,20170415,integración,nula,0
15985,Proy-2016-visualiza,20170419,integración,crítica,1
15986,Proy-2016-visualiza,20170425,integración,nula,0
15987,Proy-2016-visualiza,20170426,sistema,nula,0
15988,Proy-2016-visualiza,20170502,sistema,nula,0
15989,Proy-2016-visualiza,20170504,integración,nula,0
15990,Proy-2016-visualiza,20170505,integración,nula,0
15991,Proy-2016-visualiza,20170507,sistema,nula,0
15992,Proy-2016-visualiza,20170509,sistema,nula,0
15993,Proy-2016-visualiza,20170518,sistema,baja,1
15994,Proy-2016-visualiza,20170518,sistema,nula,0
15995,Proy-2016-visualiza,20170520,sistema,crítica,1
15996,Proy-2016-visualiza,20170521,integración,nula,0
15997,Proy-2016-visualiza,20170524,sistema,nula,0
15998,Proy-2016-visualiza,20170612,sistema,nula,0
15999,Proy-2017-redefine,20170202,integración,nula,0
16000,Proy-2017-redefine,20170206,sistema,baja,1
16001,Proy-2017-redefine,20170214,sistema,nula,0
16002,Proy-2017-redefine,20170215,integración,media,1
16003,Proy-2017-redefine,20170219,sistema,media,1
16004,Proy-2017-redefine,20170223,sistema,nula,0
16005,Proy-2017-redefine,20170227,integración,alta,1
16006,Proy-2017-redefine,20170227,integración,nula,0
16007,Proy-2017-redefine,20170301,integración,nula,0
16008,Proy-2017-redefine,20170304,integración,nula,0
16009,Proy-2017-redefine,20170306,integración,nula,0
16010,Proy-2017-redefine,20170309,integración,nula,0
16011,Proy-2017-redefine,20170312,integración,crítica,1
16012,Proy-2017-redefine,20170319,integración,nula,0
16013,Proy-2017-redefine,20170319,sistema,nula,0
16014,Proy-2017-redefine,20170320,integración,nula,0
16015,Proy-2017-redefine,20170320,sistema,nula,0
16016,Proy-2017-redefine,20170321,integración,nula,0
16017,Proy-2017-redefine,20170322,integración,crítica,1
16018,Proy-2017-redefine,20170322,sistema,media,1
16019,Proy-2017-redefine,20170325,sistema,baja,1
16020,Proy-2017-redefine,20170326,sistema,nula,0
16021,Proy-2017-redefine,20170328,sistema,alta,1
16022,Proy-2017-redefine,20170330,sistema,nula,0
16023,Proy-2018-cultiva,20180523,sistema,alta,1
16024,Proy-2018-cultiva,20180603,integración,nula,0
16025,Proy-2018-cultiva,20180604,integración,media,1
16026,Proy-2018-cultiva,20180605,integración,nula,0
16027,Proy-2018-cultiva,20180606,integración,nula,0
16028,Proy-2018-cultiva,20180606,sistema,nula,0
16029,Proy-2018-cultiva,20180608,integración,nula,0
16030,Proy-2018-cultiva,20180609,integración,nula,0
16031,Proy-2018-cultiva,20180610,integración,nula,0
16032,Proy-2018-cultiva,20180614,sistema,alta,1
16033,Proy-2018-cultiva,20180615,sistema,alta,1
16034,Proy-2018-cultiva,20180616,integración,nula,0
16035,Proy-2018-cultiva,20180617,integración,media,1
16036,Proy-2018-cultiva,20180617,sistema,nula,0
16037,Proy-2018-cultiva,20180618,sistema,nula,0
16038,Proy-2018-cultiva,20180621,integración,crítica,1
16039,Proy-2018-cultiva,20180622,integración,nula,0
16040,Proy-2018-cultiva,20180623,integración,nula,0
16041,Proy-2018-cultiva,20180623,sistema,media,1
16042,Proy-2018-cultiva,20180624,integración,nula,0
16043,Proy-2018-cultiva,20180624,sistema,nula,0
16044,Proy-2018-cultiva,20180625,integración,nula,0
16045,Proy-2018-cultiva,20180625,sistema,crítica,1
16046,Proy-2018-cultiva,20180625,sistema,nula,0
16047,Proy-2018-cultiva,20180626,integración,baja,1
16048,Proy-2018-cultiva,20180626,sistema,crítica,1
16049,Proy-2018-cultiva,20180626,sistema,nula,0
16050,Proy-2018-cultiva,20180627,integración,nula,0
16051,Proy-2018-cultiva,20180627,sistema,nula,0
16052,Proy-2018-cultiva,20180628,integración,crítica,1
16053,Proy-2018-cultiva,20180628,sistema,baja,1
16054,Proy-2018-cultiva,20180628,sistema,nula,0
16055,Proy-2018-cultiva,20180629,integración,nula,0
16056,Proy-2018-cultiva,20180629,sistema,nula,0
16057,Proy-2018-cultiva,20180630,integración,nula,0
16058,Proy-2018-cultiva,20180630,sistema,nula,0
16059,Proy-2018-cultiva,20180701,sistema,alta,1
16060,Proy-2018-cultiva,20180702,integración,nula,0
16061,Proy-2018-cultiva,20180704,sistema,crítica,1
16062,Proy-2018-cultiva,20180704,sistema,nula,0
16063,Proy-2018-cultiva,20180705,sistema,nula,0
16064,Proy-2018-cultiva,20180706,integración,nula,0
16065,Proy-2018-cultiva,20180707,integración,nula,0
16066,Proy-2018-cultiva,20180707,sistema,crítica,1
16067,Proy-2018-cultiva,20180707,sistema,nula,0
16068,Proy-2018-cultiva,20180708,integración,nula,0
16069,Proy-2018-cultiva,20180708,sistema,nula,0
16070,Proy-2018-cultiva,20180710,integración,baja,1
16071,Proy-2018-cultiva,20180710,integración,nula,0
16072,Proy-2018-cultiva,20180710,sistema,baja,1
16073,Proy-2018-cultiva,20180710,sistema,media,1
16074,Proy-2018-cultiva,20180710,sistema,nula,0
16075,Proy-2018-cultiva,20180711,integración,alta,1
16076,Proy-2018-cultiva,20180711,integración,nula,0
16077,Proy-2018-cultiva,20180711,sistema,nula,0
16078,Proy-2018-cultiva,20180712,integración,media,1
16079,Proy-2018-cultiva,20180712,integración,nula,0
16080,Proy-2018-cultiva,20180712,sistema,nula,0
16081,Proy-2018-cultiva,20180713,integración,nula,0
16082,Proy-2018-cultiva,20180713,sistema,nula,0
16083,Proy-2018-cultiva,20180714,sistema,nula,0
16084,Proy-2018-cultiva,20180715,integración,nula,0
16085,Proy-2018-cultiva,20180715,sistema,nula,0
16086,Proy-2018-cultiva,20180716,sistema,nula,0
16087,Proy-2018-cultiva,20180717,sistema,nula,0
16088,Proy-2018-cultiva,20180718,integración,crítica,1
16089,Proy-2018-cultiva,20180718,integración,nula,0
16090,Proy-2018-cultiva,20180719,integración,nula,0
16091,Proy-2018-cultiva,20180719,sistema,nula,0
16092,Proy-2018-cultiva,20180720,integración,nula,0
16093,Proy-2018-cultiva,20180720,sistema,nula,0
16094,Proy-2018-cultiva,20180721,integración,nula,0
16095,Proy-2018-cultiva,20180722,integración,nula,0
16096,Proy-2018-cultiva,20180722,sistema,nula,0
16097,Proy-2018-cultiva,20180723,sistema,nula,0
16098,Proy-2018-cultiva,20180724,integración,nula,0
16099,Proy-2021-entrega,20210624,integración,nula,0
16100,Proy-2021-entrega,20210628,sistema,nula,0
16101,Proy-2021-entrega,20210629,sistema,nula,0
16102,Proy-2021-entrega,20210701,sistema,nula,0
16103,Proy-2021-entrega,20210703,integración,nula,0
16104,Proy-2021-entrega,20210704,integración,nula,0
16105,Proy-2021-entrega,20210705,integración,nula,0
16106,Proy-2021-entrega,20210705,sistema,nula,0
16107,Proy-2021-entrega,20210708,integración,nula,0
16108,Proy-2021-entrega,20210709,integración,media,1
16109,Proy-2021-entrega,20210709,integración,nula,0
16110,Proy-2021-entrega,20210710,sistema,nula,0
16111,Proy-2021-entrega,20210711,integración,nula,0
16112,Proy-2021-entrega,20210711,sistema,nula,0
16113,Proy-2021-entrega,20210712,integración,nula,0
16114,Proy-2021-entrega,20210712,sistema,nula,0
16115,Proy-2021-entrega,20210713,sistema,nula,0
16116,Proy-2021-entrega,20210715,integración,nula,0
16117,Proy-2021-entrega,20210716,sistema,media,1
16118,Proy-2021-entrega,20210716,sistema,nula,0
16119,Proy-2021-entrega,20210717,integración,nula,0
16120,Proy-2021-entrega,20210717,sistema,nula,0
16121,Proy-2021-entrega,20210718,integración,nula,0
16122,Proy-2021-entrega,20210718,sistema,nula,0
16123,Proy-2021-entrega,20210719,integración,crítica,1
16124,Proy-2021-entrega,20210719,integración,nula,0
16125,Proy-2021-entrega,20210719,sistema,nula,0
16126,Proy-2021-entrega,20210720,integración,nula,0
16127,Proy-2021-entrega,20210720,sistema,nula,0
16128,Proy-2021-entrega,20210721,integración,nula,0
16129,Proy-2021-entrega,20210722,integración,nula,0
16130,Proy-2021-entrega,20210722,sistema,nula,0
16131,Proy-2021-entrega,20210723,integración,nula,0
16132,Proy-2021-entrega,20210723,sistema,nula,0
16133,Proy-2021-entrega,20210724,integración,crítica,1
16134,Proy-2021-entrega,20210724,integración,nula,0
16135,Proy-2021-entrega,20210724,sistema,nula,0
16136,Proy-2021-entrega,20210725,integración,alta,2
16137,Proy-2021-entrega,20210725,integración,baja,1
16138,Proy-2021-entrega,20210726,integración,nula,0
16139,Proy-2021-entrega,20210726,sistema,baja,1
16140,Proy-2021-entrega,20210726,sistema,nula,0
16141,Proy-2021-entrega,20210727,integración,nula,0
16142,Proy-2021-entrega,20210728,integración,nula,0
16143,Proy-2021-entrega,20210728,sistema,nula,0
16144,Proy-2021-entrega,20210729,integración,crítica,1
16145,Proy-2021-entrega,20210729,integración,media,1
16146,Proy-2021-entrega,20210729,integración,nula,0
16147,Proy-2021-entrega,20210729,sistema,nula,0
16148,Proy-2021-entrega,20210730,integración,media,1
16149,Proy-2021-entrega,20210730,sistema,baja,1
16150,Proy-2021-entrega,20210730,sistema,nula,0
16151,Proy-2021-entrega,20210801,sistema,nula,0
16152,Proy-2021-entrega,20210802,integración,nula,0
16153,Proy-2016-extiende,20170111,sistema,nula,0
16154,Proy-2016-extiende,20170217,integración,nula,0
16155,Proy-2016-extiende,20170227,sistema,nula,0
16156,Proy-2016-extiende,20170228,sistema,nula,0
16157,Proy-2016-extiende,20170304,integración,nula,0
16158,Proy-2016-extiende,20170306,sistema,nula,0
16159,Proy-2016-extiende,20170307,integración,baja,1
16160,Proy-2016-extiende,20170310,integración,nula,0
16161,Proy-2016-extiende,20170310,sistema,nula,0
16162,Proy-2016-extiende,20170311,sistema,nula,0
16163,Proy-2016-extiende,20170312,sistema,crítica,1
16164,Proy-2016-extiende,20170315,integración,baja,1
16165,Proy-2016-extiende,20170316,integración,nula,0
16166,Proy-2016-extiende,20170318,integración,nula,0
16167,Proy-2016-extiende,20170321,integración,nula,0
16168,Proy-2016-extiende,20170324,integración,nula,0
16169,Proy-2016-extiende,20170402,sistema,nula,0
16170,Proy-2016-extiende,20170406,integración,nula,0
16171,Proy-2016-extiende,20170410,sistema,nula,0
16172,Proy-2016-extiende,20170412,integración,media,1
16173,Proy-2016-extiende,20170412,integración,nula,0
16174,Proy-2016-extiende,20170414,sistema,nula,0
16175,Proy-2016-extiende,20170415,sistema,nula,0
16176,Proy-2016-extiende,20170416,sistema,nula,0
16177,Proy-2016-extiende,20170417,integración,nula,0
16178,Proy-2016-extiende,20170420,sistema,nula,0
16179,Proy-2016-extiende,20170422,sistema,nula,0
16180,Proy-2016-extiende,20170423,integración,media,1
16181,Proy-2016-extiende,20170423,integración,nula,0
16182,Proy-2016-extiende,20170423,sistema,nula,0
16183,Proy-2016-extiende,20170425,integración,nula,0
16184,Proy-2016-extiende,20170426,integración,nula,0
16185,Proy-2016-extiende,20170427,integración,nula,0
16186,Proy-2016-extiende,20170429,integración,nula,0
16187,Proy-2016-extiende,20170429,sistema,nula,0
16188,Proy-2016-extiende,20170430,integración,crítica,1
16189,Proy-2016-extiende,20170502,sistema,nula,0
16190,Proy-2016-extiende,20170504,integración,nula,0
16191,Proy-2016-extiende,20170511,integración,alta,1
16192,Proy-2016-extiende,20170511,sistema,nula,0
16193,Proy-2016-extiende,20170512,integración,nula,0
16194,Proy-2016-extiende,20170513,sistema,nula,0
16195,Proy-2016-extiende,20170515,integración,nula,0
16196,Proy-2016-extiende,20170516,integración,baja,1
16197,Proy-2016-extiende,20170519,integración,media,1
16198,Proy-2016-extiende,20170519,sistema,nula,0
16199,Proy-2016-extiende,20170520,integración,nula,0
16200,Proy-2016-extiende,20170521,integración,nula,0
16201,Proy-2016-extiende,20170521,sistema,nula,0
16202,Proy-2016-extiende,20170524,sistema,baja,1
16203,Proy-2016-extiende,20170524,sistema,nula,0
16204,Proy-2016-extiende,20170526,sistema,nula,0
16205,Proy-2016-extiende,20170527,sistema,crítica,1
16206,Proy-2016-extiende,20170527,sistema,nula,0
16207,Proy-2016-extiende,20170528,sistema,alta,1
16208,Proy-2016-extiende,20170529,integración,nula,0
16209,Proy-2016-extiende,20170601,sistema,nula,0
16210,Proy-2016-extiende,20170602,integración,alta,1
16211,Proy-2016-extiende,20170604,integración,alta,1
16212,Proy-2016-extiende,20170604,sistema,nula,0
16213,Proy-2016-extiende,20170605,integración,nula,0
16214,Proy-2016-extiende,20170605,sistema,media,1
16215,Proy-2016-extiende,20170606,integración,nula,0
16216,Proy-2016-extiende,20170607,integración,nula,0
16217,Proy-2016-extiende,20170608,integración,nula,0
16218,Proy-2016-extiende,20170609,integración,nula,0
16219,Proy-2016-extiende,20170613,sistema,nula,0
16220,Proy-2016-extiende,20170614,integración,nula,0
16221,Proy-2016-extiende,20170614,sistema,nula,0
16222,Proy-2016-extiende,20170615,integración,media,1
16223,Proy-2016-extiende,20170617,integración,nula,0
16224,Proy-2016-extiende,20170618,sistema,crítica,1
16225,Proy-2016-extiende,20170624,sistema,nula,0
16226,Proy-2016-extiende,20170704,sistema,nula,0
16227,Proy-2024-mejora,20241030,integración,nula,0
16228,Proy-2024-mejora,20241126,integración,nula,0
16229,Proy-2024-mejora,20250106,integración,nula,0
16230,Proy-2024-mejora,20250114,sistema,crítica,1
16231,Proy-2024-mejora,20250118,sistema,nula,0
16232,Proy-2024-mejora,20250126,sistema,nula,0
16233,Proy-2024-mejora,20250218,sistema,nula,0
16234,Proy-2024-mejora,20250304,sistema,crítica,1
16235,Proy-2024-mejora,20250305,integración,media,1
16236,Proy-2024-mejora,20250305,integración,nula,0
16237,Proy-2024-mejora,20250306,integración,nula,0
16238,Proy-2024-mejora,20250309,sistema,nula,0
16239,Proy-2024-mejora,20250314,integración,nula,0
16240,Proy-2024-mejora,20250315,integración,alta,1
16241,Proy-2024-mejora,20250317,integración,media,1
16242,Proy-2024-mejora,20250402,sistema,nula,0
16243,Proy-2024-mejora,20250408,sistema,nula,0
16244,Proy-2024-mejora,20250410,sistema,media,1
16245,Proy-2024-mejora,20250415,sistema,nula,0
16246,Proy-2024-mejora,20250424,integración,nula,0
16247,Proy-2024-mejora,20250502,integración,nula,0
16248,Proy-2024-mejora,20250502,sistema,nula,0
16249,Proy-2024-mejora,20250504,integración,nula,0
16250,Proy-2024-mejora,20250509,integración,nula,0
16251,Proy-2024-mejora,20250510,integración,nula,0
16252,Proy-2024-mejora,20250518,integración,nula,0
16253,Proy-2024-mejora,20250522,integración,nula,0
16254,Proy-2024-mejora,20250525,integración,nula,0
16255,Proy-2024-mejora,20250604,integración,nula,0
16256,Proy-2024-mejora,20250604,sistema,nula,0
16257,Proy-2024-mejora,20250606,integración,crítica,1
16258,Proy-2024-mejora,20250609,integración,nula,0
16259,Proy-2024-mejora,20250609,sistema,nula,0
16260,Proy-2024-mejora,20250611,sistema,nula,0
16261,Proy-2024-mejora,20250620,integración,nula,0
16262,Proy-2024-mejora,20250621,sistema,nula,0
16263,Proy-2024-mejora,20250622,sistema,nula,0
16264,Proy-2024-mejora,20250623,sistema,nula,0
16265,Proy-2024-mejora,20250630,integración,alta,1
16266,Proy-2024-mejora,20250708,sistema,nula,0
16267,Proy-2016-evoluciona,20160720,sistema,nula,0
16268,Proy-2016-evoluciona,20160725,integración,nula,0
16269,Proy-2016-evoluciona,20160809,integración,nula,0
16270,Proy-2016-evoluciona,20160815,integración,nula,0
16271,Proy-2016-evoluciona,20160821,integración,nula,0
16272,Proy-2016-evoluciona,20160826,integración,crítica,1
16273,Proy-2016-evoluciona,20160902,integración,media,1
16274,Proy-2016-evoluciona,20160903,sistema,baja,1
16275,Proy-2016-evoluciona,20160904,integración,nula,0
16276,Proy-2016-evoluciona,20160904,sistema,nula,0
16277,Proy-2016-evoluciona,20160906,sistema,nula,0
16278,Proy-2016-evoluciona,20160908,integración,nula,0
16279,Proy-2016-evoluciona,20160909,sistema,nula,0
16280,Proy-2016-evoluciona,20160910,integración,crítica,1
16281,Proy-2016-evoluciona,20160911,sistema,nula,0
16282,Proy-2016-evoluciona,20160912,sistema,nula,0
16283,Proy-2016-evoluciona,20160913,integración,nula,0
16284,Proy-2016-evoluciona,20160914,integración,crítica,1
16285,Proy-2016-evoluciona,20160918,integración,nula,0
16286,Proy-2016-evoluciona,20160921,sistema,nula,0
16287,Proy-2016-evoluciona,20160922,integración,media,1
16288,Proy-2016-evoluciona,20160922,integración,nula,0
16289,Proy-2016-evoluciona,20160922,sistema,nula,0
16290,Proy-2016-evoluciona,20160927,integración,baja,1
16291,Proy-2016-evoluciona,20160927,integración,nula,0
16292,Proy-2016-evoluciona,20160928,integración,nula,0
16293,Proy-2016-evoluciona,20160928,sistema,alta,1
16294,Proy-2016-evoluciona,20161004,integración,nula,0
16295,Proy-2016-evoluciona,20161004,sistema,nula,0
16296,Proy-2016-evoluciona,20161005,integración,nula,0
16297,Proy-2016-evoluciona,20161006,sistema,nula,0
16298,Proy-2016-evoluciona,20161007,sistema,nula,0
16299,Proy-2016-evoluciona,20161009,sistema,nula,0
16300,Proy-2016-evoluciona,20161011,sistema,nula,0
16301,Proy-2016-evoluciona,20161014,integración,nula,0
16302,Proy-2016-evoluciona,20161015,integración,media,1
16303,Proy-2025-utiliza,20251117,integración,nula,0
16304,Proy-2025-utiliza,20251117,sistema,nula,0
16305,Proy-2025-utiliza,20251118,integración,alta,1
16306,Proy-2025-utiliza,20251118,integración,nula,0
16307,Proy-2025-utiliza,20251118,sistema,alta,1
16308,Proy-2025-utiliza,20251118,sistema,nula,0
16309,Proy-2025-utiliza,20251119,integración,alta,1
16310,Proy-2025-utiliza,20251119,integración,nula,0
16311,Proy-2025-utiliza,20251119,sistema,nula,0
16312,Proy-2025-utiliza,20251120,integración,nula,0
16313,Proy-2025-utiliza,20251120,sistema,nula,0
16314,Proy-2025-utiliza,20251121,integración,nula,0
16315,Proy-2025-utiliza,20251121,sistema,alta,1
16316,Proy-2025-utiliza,20251121,sistema,crítica,1
16317,Proy-2025-utiliza,20251121,sistema,nula,0
16318,Proy-2025-utiliza,20251122,integración,nula,0
16319,Proy-2025-utiliza,20251122,sistema,alta,1
16320,Proy-2025-utiliza,20251122,sistema,media,1
16321,Proy-2025-utiliza,20251122,sistema,nula,0
16322,Proy-2025-utiliza,20251123,integración,crítica,2
16323,Proy-2025-utiliza,20251123,integración,nula,0
16324,Proy-2025-utiliza,20251123,sistema,media,2
16325,Proy-2025-utiliza,20251123,sistema,nula,0
16326,Proy-2025-utiliza,20251124,integración,nula,0
16327,Proy-2025-utiliza,20251124,sistema,crítica,1
16328,Proy-2025-utiliza,20251124,sistema,nula,0
16329,Proy-2025-utiliza,20251125,integración,alta,1
16330,Proy-2025-utiliza,20251125,integración,baja,1
16331,Proy-2025-utiliza,20251125,integración,nula,0
16332,Proy-2025-utiliza,20251125,sistema,media,1
16333,Proy-2025-utiliza,20251125,sistema,nula,0
16334,Proy-2025-utiliza,20251126,integración,crítica,1
16335,Proy-2025-utiliza,20251126,integración,nula,0
16336,Proy-2025-utiliza,20251126,sistema,nula,0
16337,Proy-2022-optimiza,20220228,sistema,nula,0
16338,Proy-2022-optimiza,20220301,integración,nula,0
16339,Proy-2022-optimiza,20220307,integración,nula,0
16340,Proy-2022-optimiza,20220308,integración,nula,0
16341,Proy-2022-optimiza,20220310,integración,media,1
16342,Proy-2022-optimiza,20220310,sistema,nula,0
16343,Proy-2022-optimiza,20220311,integración,nula,0
16344,Proy-2022-optimiza,20220311,sistema,nula,0
16345,Proy-2022-optimiza,20220312,integración,nula,0
16346,Proy-2022-optimiza,20220313,integración,nula,0
16347,Proy-2022-optimiza,20220314,integración,nula,0
16348,Proy-2022-optimiza,20220314,sistema,nula,0
16349,Proy-2022-optimiza,20220315,integración,nula,0
16350,Proy-2022-optimiza,20220315,sistema,nula,0
16351,Proy-2022-optimiza,20220316,integración,crítica,1
16352,Proy-2022-optimiza,20220316,integración,nula,0
16353,Proy-2022-optimiza,20220316,sistema,nula,0
16354,Proy-2022-optimiza,20220317,sistema,nula,0
16355,Proy-2022-optimiza,20220318,integración,nula,0
16356,Proy-2022-optimiza,20220318,sistema,nula,0
16357,Proy-2022-optimiza,20220319,integración,crítica,1
